Type,SKU,Name,Published,Short description,Regular price,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Images
simple,HN1080,Legends op. 59,1,"Following the great success of the Slavonic Dances op. 46, the publisher Simrock was extremely happy when Dvo?ák presented him with the prospect of a new cycle for piano four hands, the “Legends”, in October 1880. Barely a year was to pass before the new work was published. Shortly before this, Dvo?ák and Simrock had travelled to Karlsbad with the proofs, where the Viennese music critic Eduard Hanslick was taking the waters. They played through the work together and proofread it. Hanslick was delighted and even became the dedicatee of these ten charming pieces. Later he wrote in a review of the Legends that one felt a “sense of pleasure” that “feels doubly good in our pessimistic times”.",40.5,"Dvorak\, Antonin ","Antonin Dvorak, Piano",Publisher,Henle,1,1,Composer,Antonin Dvorak,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Dvorak\, Antonin ",,1,https://www.henle.de/cover/w585/HN-1080.jpg
simple,HN1081,Nocturne no. 6 in D flat major op. 63,1,"Faure’s 13 Nocturnes form the most significant group of piano character pieces in his oeuvre. Despite their title – which places them in the tradition of John Field and Frédéric Chopin – Faure here develops a genre all of his own. These are no dreamy scenes of the night, but carefully structured, iridescent pieces that alternate between lyrical elegance and passionate drama. Faure composed the 6th Nocturne in 1894, while spending the summer at the house of his parents-in-law. With its strong contrasts of tempo, metre and harmony, it is by far the most significant and best-known of his Nocturnes. In a letter that he wrote after completing it, Faure wrote: “Modern piano music that is a little interesting is an extremely rare thing” – a state of affairs that seems to have been a good enough incentive for him to enrich the repertoire with his Nocturne op. 63!",22,"Faure\, Gabriel","Gabriel Faure, Piano",Publisher,Henle,1,1,Composer,Gabriel Faure,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Faure\, Gabriel",,1,https://www.henle.de/cover/w585/HN-1081.jpg
simple,HN1082,String Sextet no. 1 in B flat major op. 18,1,"The Sextet in B-flat major was already judged to be “one of the most beautiful works by this young composer” after its initial performances in early 1861. It was popular with both public and press, and has retained this status to the present day. The publisher Simrock was so impressed by it that he accepted Brahms’s suggestion that he should publish a score of it alongside the individual parts – something that was by no means usual at the time. The numerous differences between these two first editions of 1861 continue to present problems to Brahms researchers today. Brahms specialist Katrin Eich has already taken on the task of editing the work for the Brahms Complete Edition, and this new Urtext edition provides the best possible musical text for performance. Naturally, it is available in both score and parts.",74,"Brahms\, Johannes","Johannes Brahms, String Sextet, Chamber",Publisher,Henle,1,1,Composer,Johannes Brahms,,1,Instrument,"String Sextet, Chamber",1,1,Format,Set of Parts paperbound,1,1,,,,,Composer-Surname,"Brahms\, Johannes",,1,https://www.henle.de/cover/w585/HN-1082.jpg
simple,HN1083,String Sextet no. 2 in G major op. 36,1,"Brahms’s First String Sextet became very popular after its publication in 1861, yet his publisher Simrock still hesitated when the composer offered him a second such work in 1865, “in the same cheerful mood”. So Brahms made overtures to other publishers, but then Simrock finally agreed to take it on. The critics were initially rather sceptical towards this Sextet op. 36, but Brahms’s friends thoroughly approved of it. Clara Schumann praised its accomplished motivic work, while others enthused about its magical sound colours. 
This practical edition by Katrin Eich, based on the Brahms Complete Edition, now offers performers the opportunity to form their own opinion, whether in performance or by perusing our study edition. The parts include player-friendly cue notes and have excellent page-turns.",78.5,"Brahms\, Johannes","Johannes Brahms, String Sextet, Chamber",Publisher,Henle,1,1,Composer,Johannes Brahms,,1,Instrument,"String Sextet, Chamber",1,1,Format,Set of Parts paperbound,1,1,,,,,Composer-Surname,"Brahms\, Johannes",,1,https://www.henle.de/cover/w585/HN-1083.jpg
simple,HN1084,"Sonatas, Scherzo and Ballades",1,"With opuses 1, 2, 4, 5, and 10, this volume contains virtually all of Johannes Brahms’ early piano oeuvre, with which the budding composer and pianist introduced himself to the public. The Scherzo op. 4 from 1851 stands alongside the sonatas composed between 1851–53 as a substantial single movement that particularly delighted Robert Schumann, leading him to direct the public’s special attention to his young colleague in his famous article “New Paths” in 1853. Written the following year, the Four Ballades op. 10 complete the volume. Already they strike a new, more Romantic note that Brahms described to Clara Schumann thus: “They are not very difficult, and even less difficult to understand”. This Urtext edition offers a revision of the musical text based on the new Brahms Complete Edition, with an extensive preface by editor Katrin Eich.",74,"Brahms\, Johannes","Johannes Brahms, Piano",Publisher,Henle,1,1,Composer,Johannes Brahms,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Brahms\, Johannes",,1,https://www.henle.de/cover/w585/HN-1084.jpg
simple,HN1085,"Sonatas, Scherzo and Ballades",1,"With opuses 1, 2, 4, 5, and 10, this volume contains virtually all of Johannes Brahms’ early piano oeuvre, with which the budding composer and pianist introduced himself to the public. The Scherzo op. 4 from 1851 stands alongside the sonatas composed between 1851–53 as a substantial single movement that particularly delighted Robert Schumann, leading him to direct the public’s special attention to his young colleague in his famous article “New Paths” in 1853. Written the following year, the Four Ballades op. 10 complete the volume. Already they strike a new, more Romantic note that Brahms described to Clara Schumann thus: “They are not very difficult, and even less difficult to understand”. This Urtext edition offers a revision of the musical text based on the new Brahms Complete Edition, with an extensive preface by editor Katrin Eich.",110.5,"Brahms\, Johannes","Johannes Brahms, Piano",Publisher,Henle,1,1,Composer,Johannes Brahms,,1,Instrument,Piano,1,1,Format,clothbound,1,1,,,,,Composer-Surname,"Brahms\, Johannes",,1,https://www.henle.de/cover/w585/HN-1085.jpg
simple,HN1086,Humoresque in G flat major op. 101 no. 7,1,"Many a pianist will be surprised to learn that Dvo?ák’s famous Humoresque no. 7 was originally a piano piece, since this irresistible melody – undoubtedly one of Dvo?ák’s happiest inspirations – has circulated throughout the musical world in innumerable arrangements for every conceivable combination. The composer himself, however, wrote only this piano solo version. The complete cycle of eight Humoresques is available in another Henle Urtext edition (HN 1044), while this “lollipop” of the eight is now available in a stand-alone edition. Not least because of its only moderate difficulty, it is a must for piano fans of all ages!",11.5,"Dvorak\, Antonin ","Antonin Dvorak, Piano",Publisher,Henle,1,1,Composer,Antonin Dvorak,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Dvorak\, Antonin ",,1,https://www.henle.de/cover/w585/HN-1086.jpg
simple,HN1087,Nocturne,1,"This piece is straightforward in its construction but highly advanced in its harmonies, and links up with the widely popular, 19th-century tradition of the “night piece” or “nocturne” for piano. Its themes and modulations are highly reminiscent of Gabriel Faure, but in its chromatic voice-leading and unusual treatment of metre – such as in the 7/4 central section – Debussy makes a statement all of his own. Nothing is known about the history of its composition. Debussy’s 1892 contract with his publisher states merely that the composer had originally called it “Interlude”, but then decided upon the far more suitable title of “Nocturne”. One of Debussy’s most popular early piano works, it is now available in a Henle Urtext edition.",14,"Debussy\, Claude","Claude Debussy, Piano",Publisher,Henle,1,1,Composer,Claude Debussy,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Debussy\, Claude",,1,https://www.henle.de/cover/w585/HN-1087.jpg
simple,HN1088,Romance in A major op. 69 for Violoncello and Piano,1,"This brief, utterly charming and tuneful piece was probably committed to paper in 1894, though Faure based it on an older version for cello and organ. The subsequent tempo change to “Andante quasi Allegretto” made the work’s original title of “Andante” obsolete. The change of name to “Romance” was also better suited to its songlike nature. After its first performance in November 1894 the piece rapidly became popular and is a well-loved encore piece at concerts today. This “Romance” continues the Henle Urtext series of short pieces for cello by Faure, for which we have been able to engage David Geringas to add the performance markings. ",23,"Faure\, Gabriel","Gabriel Faure, Cello",Publisher,Henle,1,1,Composer,Gabriel Faure,,1,Instrument,Cello,1,1,Format,Score and Parts paperbound,1,1,,,,,Composer-Surname,"Faure\, Gabriel",,1,https://www.henle.de/cover/w585/HN-1088.jpg
simple,HN1089,Waltz op. 39 no. 15,1,"“Do you love Brahms?” The majority of music lovers will answer “yes”, and they might be thinking of the Waltz op. 39 no. 15 – its gently rocking melody is one of Brahms’s most famous inspirations. Both original versions of this popular miniature for piano solo are now offered by G. Henle Publishers in a practical, stand-alone Urtext edition. The more demanding version in A-flat major (taken from HN 1286) is followed by Brahms’s own easier arrangement in A major (from HN 1287). A must for every Brahms lover!",11.5,"Brahms\, Johannes","Johannes Brahms, Piano",Publisher,Henle,1,1,Composer,Johannes Brahms,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Brahms\, Johannes",,1,https://www.henle.de/cover/w585/HN-1089.jpg
simple,HN1090,Morceau symphonique and Morceau de lecture for Trombone and Piano,1,"Alexandre Guilmant was one of the greatest representatives of the French Romantic organ school, and composed almost exclusively for his instrument. A rare exception is this “Morceau symphonique”, written in 1902 for the Paris Conservatoire’s annual trombone class competition. The charming piece soon found its way into the repertoire – as did Saint-Saëns’s “Cavatine” (HN 1119) – and is today among the essential standard works of trombone literature. The “Morceau symphonique” is here offered in its first-ever Urtext edition, based on the autograph and the first edition. We also offer here a particularly special treat – the sight-reading piece that Guilmant wrote for the same competition, which had until now slumbered in the archives and is here published for the very first time. ",28,"Guilmant\, Alexandre","Alexandre Guilmant, Trombone",Publisher,Henle,1,1,Composer,Alexandre Guilmant,,1,Instrument,Trombone,1,1,Format,Score and Parts paperbound,1,1,,,,,Composer-Surname,"Guilmant\, Alexandre",,1,https://www.henle.de/cover/w585/HN-1090.jpg
simple,HN1091,Suites for Keyboard,1,"Froberger may no longer be considered the progenitor of the piano suite, but his suites for keyboard instruments have, without a doubt, had a considerable influence on the development of this genre. His programmatic suites, of which some bear autobiographic features, attained particular fame. Others are marked “Lamentation” or “Méditation” in view of his own imminent death. For the first time, all his suites are now being published in one volume as the Urtext – an unparalleled compendium of Froberger’s art, edited by harpsichordist Pieter Dirksen. A must, not just for fans of Froberger, but also for pianists wishing to explore this repertoire on the piano.",71.5,"Froberger\, Johann Jacob","Johann Jacob Froberger, Piano",Publisher,Henle,1,1,Composer,Johann Jacob Froberger,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Froberger\, Johann Jacob",,1,https://www.henle.de/cover/w585/HN-1091.jpg
simple,HN1092,Joueurs de flûte op. 27 for Flute and Piano,1,"The stimulus for this work, composed in 1924, was given by the French flautist Louis Fleury, who also gave the first performance of the work. The four single pieces “Pan”, “Tityre”, “Krishna” and “Monsieur de la Péjaudie” (a character of a novel by Henri de Régnier) attempt to depict the nature of these imaginary flautists from mythology, religion and literature. Their specific cast is given by the sophisticated rhythm and striking harmony. It is fitting that this charming work has recently been enjoying increasing popularity.",37,"Roussel\, Albert","Albert Roussel, Flute",Publisher,Henle,1,1,Composer,Albert Roussel,,1,Instrument,Flute,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Roussel\, Albert",,1,https://www.henle.de/cover/w585/HN-1092.jpg
simple,HN1093,Mládí (Youth),1,"Leoš Janá?ek composed his Suite for wind instruments Mládí (in English youth) in 1924, so when he was over 70. Numerous sources still survive for this work, making it difficult to establish the definitive musical text. For our Urtext edition – a cooperation with Universal Edition Wien – Ji?í Zahrádka from the Janá?ek-Archiv in Brno succeeded in brilliantly surmounting this difficulty: he consults all of the handwritten sources for the edition for the first time and is thus able to give exact instructions, for instance regarding the numerous tempo variants. In addition to the printed word texts in the edition, a detailed commentary can also be downloaded from our website.",67,"Janacek\, Leos ","Leos Janacek, Chamber ",Publisher,Henle,1,1,Composer,Leos Janacek,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Janacek\, Leos ",,1,https://www.henle.de/cover/w585/HN-1093.jpg
simple,HN1094,"""Wunderkind"" Sonatas I, K. 6-9",1,"As astonishing as it might sound, Mozart was already composing piano sonatas (K. 6–9) at the age of seven. It is wonderfully fresh and varied music. We have already published Urtext editions of these four sonatas in the version for piano and violin (HN 1077). As far as we are aware they have never been published solely as piano sonatas, even though Mozart described them thus in the title and they were assuredly played as such. Whilst the added violin provides tonal enrichment, it can be omitted without loss. A true treasure trove of easier, unknown original music by Mozart.",39.5,"Mozart\, Wolfgang Amadeus","Wolfgang Amadeus Mozart, Piano ",Publisher,Henle,1,1,Composer,Wolfgang Amadeus Mozart,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Mozart\, Wolfgang Amadeus",,1,https://www.henle.de/cover/w585/HN-1094.jpg
simple,HN1095,"""Wunderkind""-Sonatas II, K. 10-15",1,"In 1764 the eight-year-old Mozart wrote the Sonatas K. 10–15 in London. Leopold Mozart was only able to understand his son’s musical genius in terms of it being a God-given wonder: “That my boy […] knows all of this with his 8 years that could be expected of a man of forty years. In short: whoever has not seen or heard it, cannot believe it”. According to the title page the six sonatas can either be played as piano trios, violin sonatas or simply piano solo. As we have already published them in the form of piano trios and violin sonatas (HN 1078), we are now presenting them in an Urtext edition for piano solo.",39.5,"Mozart\, Wolfgang Amadeus","Wolfgang Amadeus Mozart, Piano ",Publisher,Henle,1,1,Composer,Wolfgang Amadeus Mozart,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Mozart\, Wolfgang Amadeus",,1,https://www.henle.de/cover/w585/HN-1095.jpg
simple,HN1096,"""Wunderkind""-Sonatas III, K. 26-31",1,"The Six Sonatas for Piano K. 26–31 that can also have a violin accompaniment were composed in The Hague. They were published in 1766 and were dedicated to Princess Caroline von Nassau-Weilburg. These jewels by the “Wunderkind” Mozart have only been known in the form of violin sonatas up to now (also see Henle Urtext edition HN 1079). Our edition for solo piano, the first time it has ever been printed in this form, is now available for piano teachers to make use of in their lessons, as well as for all lovers of Mozart.",39.5,"Mozart\, Wolfgang Amadeus","Wolfgang Amadeus Mozart, Piano ",Publisher,Henle,1,1,Composer,Wolfgang Amadeus Mozart,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Mozart\, Wolfgang Amadeus",,1,https://www.henle.de/cover/w585/HN-1096.jpg
simple,HN1097,Clarinet Sonata op. 107,1,"When Reger submitted his Clarinet Sonata op. 107 for printing, he remarked: ""You immediately notice that the work was originally for clarinet (viola) but that it can also be played by violin and piano."" He wrote the violin part himself, adjusting it to suit the needs of the violin. Even before the first performance of the original for clarinet, he had tried out the work with a violinist. ""Should the critics claim once again that it is incomprehensible - then these gentlemen are simply first class asses. The work sounds very good, is intimate chamber music and not difficult to play together."" There is nothing more to be said.?",48.5,"Reger\, Max","Max Reger, Violin",Publisher,Henle,1,1,Composer,Max Reger,,1,Instrument,Violin,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Reger\, Max",,1,https://www.henle.de/cover/w585/HN-1097.jpg
simple,HN1098,Sonata no. 2 in d minor op. 121 for Violin and Piano,1,"Schumann’s second violin sonata was written in October/November 1851, only a few weeks after the first work for this combination of instruments (HN 428). The highly virtuosic sonata, especially in the finale, is characterised by the close thematic dovetailing of the single movements. Wilhelm Joseph von Wasielewski, who later became the composer’s biographer, reported that “smiling in his kind-hearted manner” the composer had said to him: “I did not like the first violin sonata; so I then wrote a second one, which is hopefully better.” Schumann was apparently referring to the great differences in the expressive content: Whereas the first sonata with three movements seems rather  melancholy and dark overall, the second “Great Sonata” with four movements is bursting with energy and ends in vibrant D major.",66,"Schumann\, Robert","Robert Schumann, Violin",Publisher,Henle,1,1,Composer,Robert Schumann,,1,Instrument,Violin,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Schumann\, Robert",,1,https://www.henle.de/cover/w585/HN-1098.jpg
simple,HN1099,Clarinet Sonata op. 107,1,"Just as Johannes Brahms had done with his Opus 120, Reger also provided parts for two alternative solo instruments for his Sonata op. 107: ""I will also arrange the clarinet part for viola, so that the work can also be played thus"" (letter to his publisher). He by no means wanted to leave the arrangement of the viola part to the publisher, as slurs had to be changed here and there as well as octave transpositions had to be made - ""only I can do this work!"" The viola’s sonorous mid range comes close to that of the clarinet, but lends the work its own timbre. Viola players will also value this Urtext edition on account of the practical fingerings and bowing marks.?",48.5,"Reger\, Max","Max Reger, Viola",Publisher,Henle,1,1,Composer,Max Reger,,1,Instrument,Viola,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Reger\, Max",,1,https://www.henle.de/cover/w585/HN-1099.jpg
simple,HN1100,English Suites BWV 806-811,1,"Although people might like to think that the “English Suites” were composed after the “French Suites”, “the temperamental and in part virtuoso flow of these Suites is more characteristic of the musical language of the young Bach” (from our preface). The kaleidoscopic variety of the six “English” Suites is breathtaking. One lifetime is not enough to exhaustively comprehend and penetrate them. We provide the sustainable musical basis for this, in different formats: the complete paperbound volume (HN 100), clothbound (HN 101), divided into Nos. 1–3 (HN 102) and Nos. 4–6 (HN 103) and last but not least in a very good value study edition with the identical musical text (HN 9100).",49.5,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1100.jpg
simple,HN1101,Berceuse for Violin and Piano op. 16,1,"Alongside weighty chamber music works such as piano quartets and violin sonatas, Gabriel Faure also wrote several charming miniatures for violin and piano. Among these is his Berceuse op. 16 in D major, which fast became one of his best-known pieces following its first performance in 1880; countless arrangements were published. Its melodic subject matter and colourful writing for the piano are reminiscent of Faure’s Violin Sonata No. 1 in A major, which he had composed shortly before. This Urtext edition is the first edition to make use of the autograph sketches of the original version for violin, as well as of the manuscript of Faure’s own orchestration.?",20,"Faure\, Gabriel","Gabriel Faure, Violin",Publisher,Henle,1,1,Composer,Gabriel Faure,,1,Instrument,Violin,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Faure\, Gabriel",,1,https://www.henle.de/cover/w585/HN-1101.jpg
simple,HN1102,"English Suites 1-3, BWV 806-808",1,"Although people might like to think that the “English Suites” were composed after the “French Suites”, “the temperamental and in part virtuoso flow of these Suites is more characteristic of the musical language of the young Bach” (from our preface). The kaleidoscopic variety of the six “English” Suites is breathtaking. One lifetime is not enough to exhaustively comprehend and penetrate them. We provide the sustainable musical basis for this, in different formats: the complete paperbound volume (HN 100), clothbound (HN 101), divided into Nos. 1–3 (HN 102) and Nos. 4–6 (HN 103) and last but not least in a very good value study edition with the identical musical text (HN 9100).",28,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1102.jpg
simple,HN1103,"English Suites 4-6, BWV 809-811",1,"Although people might like to think that the “English Suites” were composed after the “French Suites”, “the temperamental and in part virtuoso flow of these Suites is more characteristic of the musical language of the young Bach” (from our preface). The kaleidoscopic variety of the six “English” Suites is breathtaking. One lifetime is not enough to exhaustively comprehend and penetrate them. We provide the sustainable musical basis for this, in different formats: the complete paperbound volume (HN 100), clothbound (HN 101), divided into Nos. 1–3 (HN 102) and Nos. 4–6 (HN 103) and last but not least in a very good value study edition with the identical musical text (HN 9100).",28,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1103.jpg
simple,HN1105,Sonata in G major op. 13 for Piano and Violin,1,"Of Grieg’s three violin sonatas, the great C-minor Sonata op. 45 is the best known today. And unjustly so, because the two early sonatas are captivating in their joy to play and their fresh, youthful tone. And what is more, they can also be played by advanced students due to their somewhat lesser technical demands. Written in 1867, the G-major Violin Sonata op. 13, palpably draws on Grieg’s enthusiasm for Norwegian folk music; the lively outer movements in particular take as their model the traditional “jumping dance.” Aside from the second print edition of 1887 revised by Grieg himself, the autograph manuscript in Stockholm was also consulted for this edition, thus offering an optimally ascertained musical text.",39.5,"Grieg\, Edvard","Edvard Grieg, Violin",Publisher,Henle,1,1,Composer,Edvard Grieg,,1,Instrument,Violin,1,1,Format,Score and Parts paperbound,1,1,,,,,Composer-Surname,"Grieg\, Edvard",,1,https://www.henle.de/cover/w585/HN-1105.jpg
simple,HN1106,Little Preludes and Fugues,1,"This edition with over 50 pages contains the universally known selection of easy preludes and little fugues that has proved extremely successful in teaching the piano. Bach’s sons, with Wilhelm Friedemann and Carl Philip Emanuel leading the way, were already able to learn them. If you make your way through these pieces (which gradually become more challenging), you can make great progress on the piano, and what is more these 300-year-old compositions are still able to work their musical magic. Those who are technically more advanced should still occasionally sight read through them; you will then immediately see that they are real gems. Incidentally, all of Bach’s piano works are available from Henle both with and without fingerings.",31.5,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1106.jpg
simple,HN1107,Piano Sonata no. 1 in f minor op. 6,1,"In 1891, the year before his final exam at the music conservatory, Alexander Scriabin injured his right hand due to his ambitious practising. This seriously jeopardized his career as a pianist and the young musician plunged into a crisis. Yet Scriabin still managed to complete his piano studies in 1892, gaining a gold medal. His first published Piano Sonata op. 6 is, however, irrevocably linked to this time of crisis. The dark work reaches its climax at the end of the 3rd movement with hammering chords that are joined to the final movement, a sombre funeral march – great, confessional music. We are now publishing an Urtext edition of this key work, edited and presented by the Scriabin expert Valentina Rubcova.",40.5,"Scriabin\, Alexander","Alexander Scriabin, Piano ",Publisher,Henle,1,1,Composer,Alexander Scriabin,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Scriabin\, Alexander",,1,https://www.henle.de/cover/w585/HN-1107.jpg
simple,HN1108,Piano Sonata no. 2 in g sharp minor op. 19 (Sonate-Fantaisie),1,"Scriabin’s two movement Piano Sonata no. 2 in g sharp minor was composed over a relatively lengthy period of time. He first began work on it in 1892, but in the summer of 1896, after Scriabin had performed the sonata several times in public in Paris, he dispiritedly told the publisher and patron Beljajev, with whom he was friends: “I have admittedly finished the sonata, yet I am completely dissatisfied with it, even though it has been revised seven times.” The composer was only happy with it in 1898 and the work was then published. For our Urtext edition we not only consulted the first edition that the composer carefully oversaw but also a recording of Scriabin himself playing the work done on paper rolls for the mechanical pianos made by the company of Ludwig Hupfeld.",30,"Scriabin\, Alexander","Alexander Scriabin, Piano ",Publisher,Henle,1,1,Composer,Alexander Scriabin,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Scriabin\, Alexander",,1,https://www.henle.de/cover/w585/HN-1108.jpg
simple,HN1109,Piano Sonata no. 3 in f sharp minor op. 23,1,"Scriabin’s third piano sonata is an early composition that was still fully written in the romantic tradition. For a long time it has been part  of the core piano literature – and rightly so. In addition to the surviving sketches and the first edition (published in 1898), our edition of the sonata also takes into account a recording that Scriabin made of his work on a mechanical piano. The Russian Scriabin expert Valentina Rubcova knowledgeably sheds light on this unusual source situation.",37,"Scriabin\, Alexander","Alexander Scriabin, Piano ",Publisher,Henle,1,1,Composer,Alexander Scriabin,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Scriabin\, Alexander",,1,https://www.henle.de/cover/w585/HN-1109.jpg
simple,HN1110,Piano Sonata no.4 in F sharp major op.30,1,,24.5,"Scriabin\, Alexander","Alexander Scriabin, Piano ",Publisher,Henle,1,1,Composer,Alexander Scriabin,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Scriabin\, Alexander",,1,https://www.henle.de/cover/w585/HN-1110.jpg
simple,HN1111,Piano Sonata no. 5 op. 53,1,"""A great poem for the piano"" was how Scriabin described his fifth piano sonata. It was indeed composed at the same time as his great poem for orchestra ""Le Poème de l’extase"", and both works are based on the same literary programme. Scriabin spent a long time honing the text, which represents his philosophic idea of the development of the world in poetic form, until its publication in a separate volume in 1906. About a year later Scriabin announced that he had completed his fifth sonata, stating ""and I consider it to be the best of my works for piano. I do not know myself what kind of a miracle has happened"". This landmark for piano continues our series of Urtext editions of Scriabin’s piano works.?",37,"Scriabin\, Alexander ","Alexander Scriabin, Piano ",Publisher,Henle,1,1,Composer,Alexander Scriabin,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Scriabin\, Alexander ",,1,https://www.henle.de/cover/w585/HN-1111.jpg
simple,HN1112,Canon and Gigue in D major for three Violins and Basso continuo,1,,7,"Pachelbel\, Johann","Johann Pachelbel, Chamber ",Publisher,Henle,1,1,Composer,Johann Pachelbel,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Pachelbel\, Johann",,1,https://www.henle.de/cover/w585/HN-1112.jpg
simple,HN1113,Canon and Gigue in D major for three Violins and Basso continuo,1,,7,"Pachelbel\, Johann","Johann Pachelbel, Chamber ",Publisher,Henle,1,1,Composer,Johann Pachelbel,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Pachelbel\, Johann",,1,https://www.henle.de/cover/w585/HN-1113.jpg
simple,HN1114,Canon and Gigue in D major for three Violins and Basso continuo,1,,7,"Pachelbel\, Johann","Johann Pachelbel, Chamber ",Publisher,Henle,1,1,Composer,Johann Pachelbel,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Pachelbel\, Johann",,1,https://www.henle.de/cover/w585/HN-1114.jpg
simple,HN1115,Canon and Gigue in D major for three Violins and Basso continuo,1,,7,"Pachelbel\, Johann","Johann Pachelbel, Chamber ",Publisher,Henle,1,1,Composer,Johann Pachelbel,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Pachelbel\, Johann",,1,https://www.henle.de/cover/w585/HN-1115.jpg
simple,HN1117,Clarinet Quintet in A major op. 146,1,"With his clarinet quintet, begun in 1915, Reger was remembering his role models Mozart and Brahms, whose works in this genre he particularly admired. This melancholic quintet that is worked through in a strictly motivic way was to be Reger’s last opus. Shortly after he had sent it to his publisher, he died of heart attack in May 1916. The quintet was to become his swan song, first performed at a memorial for the composer on 6 November 1916. Almost one hundred years later, we are now publishing it for the first time in an Urtext edition, edited by the Reger scholar Michael Kube.",93.5,"Reger\, Max","Max Reger, Chamber ",Publisher,Henle,1,1,Composer,Max Reger,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Reger\, Max",,1,https://www.henle.de/cover/w585/HN-1117.jpg
simple,HN1118,Piano Sonata no. 30 in E major op. 109,1,"“It is the spirit which holds together noble and better men on this earth that is now addressed to you”, Beethoven wrote thus to the dedicatee of the Sonata op. 109, the nineteen-year-old Maximiliane Brentano in 1821. Beethoven had already composed a little piano trio (B flat major WoO 39) for her in 1812. And now she was receiving a very different kind of work – the first of the heavyweight last three piano sonatas. It remains astounding that Beethoven initially wrote the first movement as a piano work in its own right, only later deciding to expand it into a complete sonata, which today appears to have been hewn from one piece of stone.",22,"Beethoven\, Ludwig van","Ludwig van Beethoven, Piano",Publisher,Henle,1,1,Composer,Ludwig van Beethoven,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Beethoven\, Ludwig van",,1,https://www.henle.de/cover/w585/HN-1118.jpg
